# Total_number_of_molecules,Total_potential_energy_K
69.00000000,-223746.52323244
68.00000000,-223891.46775720
66.00000000,-220193.95284711
64.00000000,-214328.28966483
63.00000000,-210333.67498285
61.00000000,-204954.07696186
64.00000000,-214777.56942086
62.00000000,-207531.77669549
56.00000000,-191544.96083170
56.00000000,-192276.21437384
56.00000000,-191417.90835754
56.00000000,-192112.54472920
58.00000000,-195672.92971693
62.00000000,-204646.71731068
61.00000000,-201426.42348621
63.00000000,-208962.47363200
64.00000000,-211824.43225172
65.00000000,-215245.42014395
61.00000000,-204230.15780184
60.00000000,-201115.19718383
57.00000000,-193599.01778761
57.00000000,-191484.21778110
60.00000000,-200813.74897746
59.00000000,-196340.30519745
57.00000000,-194450.22572905
53.00000000,-183397.69846107
53.00000000,-183439.33654932
54.00000000,-186644.73486956
56.00000000,-191795.10574927
59.00000000,-199798.01321586
60.00000000,-202966.33200884
61.00000000,-207009.58407794
59.00000000,-203136.38522621
63.00000000,-212772.80764057
61.00000000,-208215.11555054
62.00000000,-209329.06000784
63.00000000,-211464.16521125
61.00000000,-209865.94542064
61.00000000,-209530.71030088
60.00000000,-207790.62433012
59.00000000,-203695.00646323
61.00000000,-211434.40568453
61.00000000,-211128.98408530
60.00000000,-210325.69343081
67.00000000,-227730.45449014
69.00000000,-232478.06215023
69.00000000,-232562.09168511
65.00000000,-220688.58466239
68.00000000,-227906.05166085
68.00000000,-227108.37538391
67.00000000,-227389.12669863
69.00000000,-233328.59396075
68.00000000,-229607.77512648
68.00000000,-228961.54804627
67.00000000,-227825.53049692
67.00000000,-226438.91776242
62.00000000,-214895.14355503
63.00000000,-214543.43461907
62.00000000,-214308.36326831
61.00000000,-211466.25290628
63.00000000,-215965.87992709
62.00000000,-212858.89680937
59.00000000,-204058.64456514
62.00000000,-213852.44898085
62.00000000,-212548.09585614
64.00000000,-214585.05370415
61.00000000,-207252.11364935
62.00000000,-209848.34643871
61.00000000,-206348.61974939
61.00000000,-208048.70149226
63.00000000,-213942.96069220
66.00000000,-222890.43839220
63.00000000,-217561.24254824
63.00000000,-216467.05991638
62.00000000,-213960.45167794
60.00000000,-209264.71580136
66.00000000,-225123.06351825
64.00000000,-219514.09925257
61.00000000,-211480.14603157
60.00000000,-208684.45754651
64.00000000,-219204.57658538
68.00000000,-230492.37348560
67.00000000,-228149.86186405
65.00000000,-222758.48063041
67.00000000,-226800.42510827
66.00000000,-224360.94485876
62.00000000,-214134.56227937
61.00000000,-213326.28804768
64.00000000,-220878.37298965
65.00000000,-223974.98217307
65.00000000,-221824.07391367
65.00000000,-221264.60158413
65.00000000,-220984.69125153
69.00000000,-230709.70367804
68.00000000,-228215.68807254
66.00000000,-221669.66634014
72.00000000,-239509.39348946
68.00000000,-229678.28466948
68.00000000,-229891.15472615
70.00000000,-235378.39709493
69.00000000,-230469.67255069
67.00000000,-227194.94548045
71.00000000,-238505.43629865
72.00000000,-241057.13978340
70.00000000,-236290.06865816
67.00000000,-228551.63279894
65.00000000,-222943.71944390
63.00000000,-219302.04106158
64.00000000,-220851.36548255
66.00000000,-225508.41115128
67.00000000,-229025.93384893
66.00000000,-226753.71616889
67.00000000,-229390.63506907
66.00000000,-224637.67708024
62.00000000,-215395.06980777
61.00000000,-213521.82065139
60.00000000,-212103.43779426
59.00000000,-210724.93064083
66.00000000,-229440.20706690
69.00000000,-235948.69839610
66.00000000,-226574.79646103
68.00000000,-231971.26729363
66.00000000,-228362.97910317
64.00000000,-222034.12498981
65.00000000,-225687.23769493
67.00000000,-228320.99944430
66.00000000,-225581.37073916
63.00000000,-217871.74407834
65.00000000,-224540.36452486
64.00000000,-221919.43532288
65.00000000,-226130.26931133
62.00000000,-217797.78637003
59.00000000,-210149.49544853
60.00000000,-209432.93839879
59.00000000,-206665.98986853
61.00000000,-213897.60228287
60.00000000,-210451.91835697
56.00000000,-201737.50618908
58.00000000,-208781.56041864
61.00000000,-216431.79604844
60.00000000,-214956.85085620
62.00000000,-218464.26278121
58.00000000,-208782.13165717
60.00000000,-214994.24051934
62.00000000,-220140.46619855
62.00000000,-222213.54119963
60.00000000,-216363.47766037
59.00000000,-211864.06350099
61.00000000,-217181.60409263
64.00000000,-223824.96073355
65.00000000,-227732.13582555
66.00000000,-233915.32332241
69.00000000,-242189.93586121
67.00000000,-236779.01828666
69.00000000,-239435.57498028
69.00000000,-237686.76211396
73.00000000,-248738.57679904
75.00000000,-254947.39990150
74.00000000,-253034.86737377
74.00000000,-255544.50426056
71.00000000,-248698.77293646
68.00000000,-241673.92285948
66.00000000,-235412.45804500
65.00000000,-230706.38326698
69.00000000,-240848.36148660
69.00000000,-241685.86574541
69.00000000,-242543.18174808
70.00000000,-248005.31145925
69.00000000,-242691.08581249
68.00000000,-237756.34659847
66.00000000,-232340.81465132
68.00000000,-237125.41475889
66.00000000,-232719.24763898
66.00000000,-232229.95646080
68.00000000,-235972.30495628
69.00000000,-240662.59241008
68.00000000,-237204.75999209
71.00000000,-244284.99355566
69.00000000,-240193.16552208
69.00000000,-240789.89201829
71.00000000,-246699.02268995
72.00000000,-248943.38476168
73.00000000,-250690.36645909
70.00000000,-242693.22244846
72.00000000,-247002.83314319
71.00000000,-245520.93469004
70.00000000,-239840.14760605
70.00000000,-238618.13855278
72.00000000,-247005.14787321
70.00000000,-241627.86155080
70.00000000,-241888.10765339
72.00000000,-247651.73799336
74.00000000,-251897.85930141
74.00000000,-253026.27593898
76.00000000,-258823.43211827
73.00000000,-250085.12943546
67.00000000,-234944.95201814
70.00000000,-244269.28695130
69.00000000,-241037.02592473
68.00000000,-237089.25592117
69.00000000,-238466.98444554
69.00000000,-238248.77570092
68.00000000,-235882.35054764
69.00000000,-238212.41588575
71.00000000,-244954.64339492
69.00000000,-240644.81598158
66.00000000,-233408.16031342
66.00000000,-234383.96635930
68.00000000,-237749.04869943
71.00000000,-245225.46709123
70.00000000,-246196.15045831
73.00000000,-253934.15280923
73.00000000,-251263.84652810
73.00000000,-251063.13741630
73.00000000,-252362.10642700
69.00000000,-242784.92426571
67.00000000,-235143.65583189
68.00000000,-236472.54688599
74.00000000,-251755.22631980
71.00000000,-245504.21522690
69.00000000,-239489.86948235
72.00000000,-247561.92998085
72.00000000,-250633.31042021
72.00000000,-250766.79283659
73.00000000,-254394.77064763
74.00000000,-257885.87859100
77.00000000,-266520.58503244
79.00000000,-271778.29667948
76.00000000,-263539.33118245
73.00000000,-255417.18842906
76.00000000,-261856.19076286
75.00000000,-259506.18989297
76.00000000,-260361.19113477
78.00000000,-264223.52162013
76.00000000,-258939.51539279
72.00000000,-246588.84606855
73.00000000,-250371.08254915
75.00000000,-255492.37907942
78.00000000,-263701.04196758
76.00000000,-257670.91908485
76.00000000,-255438.08057690
75.00000000,-251278.24666682
75.00000000,-253679.06852187
74.00000000,-251927.28654964
76.00000000,-258144.02278768
81.00000000,-271189.29021721
79.00000000,-265569.69538222
79.00000000,-266084.95751857
74.00000000,-252205.32451176
70.00000000,-242593.84235894
72.00000000,-246340.29387830
75.00000000,-255838.39247103
72.00000000,-245192.07332631
69.00000000,-237137.73429978
66.00000000,-230697.60656682
68.00000000,-237733.44948278
72.00000000,-250050.64547816
72.00000000,-254039.25473233
71.00000000,-251554.96614484
69.00000000,-246079.92409790
64.00000000,-230698.04321150
63.00000000,-227923.99504626
65.00000000,-230722.71991546
66.00000000,-234983.59132163
67.00000000,-236540.92900460
71.00000000,-248130.47747399
69.00000000,-240164.17219851
70.00000000,-243010.45639422
68.00000000,-237244.01729197
72.00000000,-247627.56724479
72.00000000,-245563.99480865
74.00000000,-249259.32117217
73.00000000,-245557.99852303
72.00000000,-244806.16768885
71.00000000,-241009.35261410
66.00000000,-227991.20572105
65.00000000,-227388.92578869
67.00000000,-229803.57435275
63.00000000,-218355.34129795
63.00000000,-220781.16741438
64.00000000,-224997.70910094
60.00000000,-213250.59333150
62.00000000,-216435.74022673
64.00000000,-222141.65560520
65.00000000,-224629.07079467
64.00000000,-223076.14331736
64.00000000,-222158.33923491
66.00000000,-228395.30034609
65.00000000,-223873.15558898
68.00000000,-231600.52889191
66.00000000,-224910.37624160
69.00000000,-232031.34216321
71.00000000,-238927.33764569
69.00000000,-233318.08070984
72.00000000,-241400.13787190
71.00000000,-238495.59130027
71.00000000,-239622.35303006
70.00000000,-239153.40737473
74.00000000,-249172.20191404
70.00000000,-240372.33176321
67.00000000,-232913.52937725
70.00000000,-242310.03925005
67.00000000,-234346.18653201
64.00000000,-223764.79112164
66.00000000,-230615.07269547
70.00000000,-240837.86983091
70.00000000,-239126.28062434
71.00000000,-241485.69380134
70.00000000,-236164.99492721
70.00000000,-235906.98542079
69.00000000,-232476.22382446
66.00000000,-224561.61159858
64.00000000,-219514.67722486
64.00000000,-218452.98338469
62.00000000,-213537.07261051
62.00000000,-214158.42424071
60.00000000,-210357.11809623
63.00000000,-214898.52543839
65.00000000,-219195.73364072
63.00000000,-213727.58117529
65.00000000,-221528.50309625
63.00000000,-215916.03493935
58.00000000,-203502.76756488
59.00000000,-207531.00430563
62.00000000,-218853.32830356
63.00000000,-222333.20749896
65.00000000,-227129.70528158
66.00000000,-229888.59116629
68.00000000,-236681.24127309
70.00000000,-241966.62700989
72.00000000,-247462.73136601
73.00000000,-250095.24530824
70.00000000,-243065.20836490
76.00000000,-257726.47520448
79.00000000,-265635.00983349
82.00000000,-272587.01524004
80.00000000,-270001.78115284
78.00000000,-265026.62827259
79.00000000,-267971.42375967
74.00000000,-253206.74672183
70.00000000,-240829.47156711
70.00000000,-241760.23249252
69.00000000,-237127.42796028
74.00000000,-249872.59808488
71.00000000,-242033.10025074
69.00000000,-236299.44784965
69.00000000,-236396.34603822
70.00000000,-239193.98084383
68.00000000,-233028.09016070
70.00000000,-237811.03838355
70.00000000,-238753.00660112
75.00000000,-252276.74788242
74.00000000,-251069.73644419
77.00000000,-259349.13732456
70.00000000,-241070.03108794
72.00000000,-245389.05991178
70.00000000,-241427.96004597
70.00000000,-241825.09711543
73.00000000,-248134.49652318
74.00000000,-252103.09660104
71.00000000,-244561.11759694
72.00000000,-247817.69654045
70.00000000,-241051.56286826
71.00000000,-242629.61354635
71.00000000,-243915.20499753
75.00000000,-255765.06327348
75.00000000,-256384.17679741
75.00000000,-258242.65888688
72.00000000,-249348.09106230
76.00000000,-261140.17587268
74.00000000,-256276.66838094
75.00000000,-259494.98747468
77.00000000,-264549.28643502
76.00000000,-258887.11913273
75.00000000,-256485.31838038
73.00000000,-250153.63320486
68.00000000,-237748.25281136
69.00000000,-238998.31182658
71.00000000,-242688.18957069
69.00000000,-237826.61437772
71.00000000,-242754.58600004
71.00000000,-241002.01744321
68.00000000,-232344.21807884
67.00000000,-233286.88301391
67.00000000,-232654.84900943
68.00000000,-236329.50544395
68.00000000,-237559.16219421
75.00000000,-254444.37800489
75.00000000,-256332.15922447
75.00000000,-254730.50233589
72.00000000,-246999.85111442
75.00000000,-255995.09759529
72.00000000,-248033.98119702
72.00000000,-247381.98470231
72.00000000,-247782.44031371
72.00000000,-246242.91325602
75.00000000,-256712.00682051
76.00000000,-259124.85209336
75.00000000,-256637.28657710
78.00000000,-262992.06460002
79.00000000,-264043.32723890
80.00000000,-266998.16856263
77.00000000,-259235.64121210
75.00000000,-255112.34224977
79.00000000,-265651.59411406
75.00000000,-253633.31383150
73.00000000,-245310.30228029
74.00000000,-248809.26700669
71.00000000,-242463.63083947
70.00000000,-240056.72528629
67.00000000,-230167.60548715
68.00000000,-233155.34025228
71.00000000,-239412.64248346
69.00000000,-235515.00139496
69.00000000,-237824.87449406
66.00000000,-227780.05358738
65.00000000,-223209.51556061
69.00000000,-232844.77048938
69.00000000,-231082.32684481
70.00000000,-238907.61375451
74.00000000,-248499.11577365
78.00000000,-257800.92456211
77.00000000,-254665.41539612
75.00000000,-249906.57679172
77.00000000,-255469.00975240
76.00000000,-256713.11721643
75.00000000,-254730.19547415
79.00000000,-262672.65783845
73.00000000,-247558.44149828
70.00000000,-240435.89566966
71.00000000,-242794.50050083
75.00000000,-251953.78203809
74.00000000,-251503.46775575
74.00000000,-251177.47515873
73.00000000,-247989.91864594
76.00000000,-253889.25520092
75.00000000,-251245.93231498
70.00000000,-240387.89936849
70.00000000,-241282.65160406
70.00000000,-241239.96904109
67.00000000,-232593.99490311
69.00000000,-238898.83235684
67.00000000,-234262.34864078
71.00000000,-243865.33476172
72.00000000,-246501.46164343
74.00000000,-253518.81630374
73.00000000,-251970.59228374
70.00000000,-243012.01531706
73.00000000,-250602.07446302
74.00000000,-253383.00468999
74.00000000,-253777.02824917
71.00000000,-243236.93705938
68.00000000,-233398.21233320
66.00000000,-230687.57471104
62.00000000,-217290.31815985
69.00000000,-236281.22301761
67.00000000,-230036.26990230
71.00000000,-241756.34946904
71.00000000,-242864.64831088
77.00000000,-259215.23496072
78.00000000,-263231.73185761
74.00000000,-253221.70410181
71.00000000,-244390.95783244
74.00000000,-251860.40534270
75.00000000,-254961.64671241
71.00000000,-244267.43851242
70.00000000,-238807.78623426
74.00000000,-249443.26113370
72.00000000,-245795.58301120
73.00000000,-249366.54425723
70.00000000,-242755.90419384
72.00000000,-246353.39384679
73.00000000,-245642.21932457
74.00000000,-248864.32811358
72.00000000,-238682.37808415
70.00000000,-235327.15054330
67.00000000,-229998.53133686
70.00000000,-234905.09801116
67.00000000,-228229.43965892
64.00000000,-220345.75708214
64.00000000,-221496.01250195
65.00000000,-223431.99318737
68.00000000,-232448.06940438
69.00000000,-235138.45889030
70.00000000,-235906.18227427
69.00000000,-234023.09157231
70.00000000,-237956.34159437
67.00000000,-231441.27706387
68.00000000,-232933.30212203
68.00000000,-233414.12895032
73.00000000,-243392.30972517
72.00000000,-240141.78920558
74.00000000,-245816.32780340
72.00000000,-241441.93117773
73.00000000,-243646.23529918
75.00000000,-250459.05183431
73.00000000,-246438.98632222
74.00000000,-250752.36862940
71.00000000,-243215.01638975
67.00000000,-230748.15392219
68.00000000,-234859.13429256
69.00000000,-237281.29207835
71.00000000,-242742.00911464
69.00000000,-237711.14751669
68.00000000,-233273.08373063
69.00000000,-236266.06946611
71.00000000,-242974.84406674
72.00000000,-247332.10002001
74.00000000,-250891.98810965
74.00000000,-257260.00229835
73.00000000,-252926.33012686
71.00000000,-246853.99301264
70.00000000,-244802.66345120
70.00000000,-242134.97977926
68.00000000,-239576.44068334
62.00000000,-221524.14491163
62.00000000,-220787.26587946
66.00000000,-231848.15390335
69.00000000,-238148.13770034
70.00000000,-239849.85065325
75.00000000,-253701.42508807
73.00000000,-249630.64445219
70.00000000,-243125.59921717
75.00000000,-257440.71289259
74.00000000,-260377.68021658
74.00000000,-260555.58099796
78.00000000,-269905.13443937
74.00000000,-260169.61752773
74.00000000,-259753.88107143
72.00000000,-252810.55204898
74.00000000,-258949.98089454
77.00000000,-266092.65707455
79.00000000,-270152.18711792
83.00000000,-280730.08627103
81.00000000,-277436.92703700
85.00000000,-285622.50851091
82.00000000,-279508.12177886
85.00000000,-287118.19953084
84.00000000,-284725.60063306
84.00000000,-286212.00071486
86.00000000,-292246.43380220
90.00000000,-303717.56891416
87.00000000,-290565.46223052
83.00000000,-281725.66285614
84.00000000,-282465.20513003
84.00000000,-282267.57058720
80.00000000,-271430.62795991
77.00000000,-263285.30086628
77.00000000,-263321.83942036
76.00000000,-261473.37346960
75.00000000,-258276.84762782
74.00000000,-256932.52307086
74.00000000,-256979.95907390
76.00000000,-261036.48517478
77.00000000,-264061.32289698
79.00000000,-271288.66537955
78.00000000,-266557.20330862
76.00000000,-261388.46175956
73.00000000,-253154.74316290
74.00000000,-257025.01409416
71.00000000,-248857.46807805
72.00000000,-248625.79930618
74.00000000,-254779.00667227
70.00000000,-241525.88143760
71.00000000,-246145.07220642
70.00000000,-242755.08392746
68.00000000,-241624.10347379
67.00000000,-237776.02382646
66.00000000,-238186.58026300
66.00000000,-236948.60807838
69.00000000,-242625.04979084
67.00000000,-237515.35079647
67.00000000,-237204.85133821
70.00000000,-243175.09949884
73.00000000,-251929.98795282
72.00000000,-246415.81964246
69.00000000,-238137.39877388
70.00000000,-239003.16838873
65.00000000,-227839.26014980
68.00000000,-235489.83849183
69.00000000,-237568.25269432
69.00000000,-239151.19303496
69.00000000,-238363.22476635
66.00000000,-234604.59327693
66.00000000,-232993.47071210
68.00000000,-237479.23492478
67.00000000,-235936.14131710
69.00000000,-241374.84257224
70.00000000,-243056.09604329
70.00000000,-243213.07526928
71.00000000,-245388.53204915
74.00000000,-255925.44959686
75.00000000,-259251.58101944
76.00000000,-265330.97865731
77.00000000,-270844.15948937
78.00000000,-272133.76069851
70.00000000,-248243.65951195
69.00000000,-245948.24502140
68.00000000,-241814.30490278
71.00000000,-249739.24227911
71.00000000,-248142.22114823
70.00000000,-246084.36589300
70.00000000,-245791.23310019
72.00000000,-250710.44834051
69.00000000,-243247.50247097
71.00000000,-244820.81430470
69.00000000,-238313.66447674
68.00000000,-235413.01940819
68.00000000,-235339.23373730
70.00000000,-240763.45648216
70.00000000,-239501.08585011
69.00000000,-237239.98536065
71.00000000,-242194.67593836
68.00000000,-233892.14746895
66.00000000,-228866.95133378
66.00000000,-229374.17474167
70.00000000,-238652.60104779
71.00000000,-240892.45583058
75.00000000,-249744.05856338
75.00000000,-250774.38034865
73.00000000,-246539.16857565
74.00000000,-246203.71206265
78.00000000,-255599.93309435
72.00000000,-239288.82995201
73.00000000,-244215.97830347
72.00000000,-242714.44235909
71.00000000,-242029.75012226
68.00000000,-234121.62875019
66.00000000,-230695.94656315
66.00000000,-230390.95935030
73.00000000,-249826.09669271
71.00000000,-245132.36133826
72.00000000,-249858.94045547
70.00000000,-242005.00068609
71.00000000,-243924.63181890
71.00000000,-243461.06838617
67.00000000,-233575.74853981
67.00000000,-233443.09345744
71.00000000,-244825.98131296
75.00000000,-254016.92313235
71.00000000,-243251.02156535
69.00000000,-236902.32300715
70.00000000,-237864.18453153
71.00000000,-238818.22312646
75.00000000,-250625.43133724
72.00000000,-244054.15710168
72.00000000,-242417.19590452
74.00000000,-247130.01607841
71.00000000,-240145.91661714
70.00000000,-238355.01286665
70.00000000,-236742.17820221
69.00000000,-235036.80900627
69.00000000,-236535.75559575
67.00000000,-229134.63939723
70.00000000,-235342.76334669
70.00000000,-233908.49594853
70.00000000,-235171.53013431
68.00000000,-228857.03531819
67.00000000,-227138.65026118
66.00000000,-223380.48947841
65.00000000,-221800.87894219
66.00000000,-225935.37084063
69.00000000,-235731.50392736
73.00000000,-243620.15798478
72.00000000,-241121.14025834
75.00000000,-250186.47078448
75.00000000,-249555.86266820
74.00000000,-246472.29084312
74.00000000,-246180.75199556
69.00000000,-233187.06471818
70.00000000,-237198.81336851
66.00000000,-226259.70081039
68.00000000,-233148.70533297
70.00000000,-239201.95508937
71.00000000,-241588.81398396
69.00000000,-235889.01513724
72.00000000,-245155.62367418
69.00000000,-239429.25102931
72.00000000,-248218.53197166
72.00000000,-248290.29490007
67.00000000,-234511.96429576
67.00000000,-234461.56680345
68.00000000,-237717.31074196
66.00000000,-231964.25262782
70.00000000,-242203.86715051
68.00000000,-237419.97077958
66.00000000,-233916.51093787
71.00000000,-248615.74604020
68.00000000,-238412.28480045
67.00000000,-237522.00890487
69.00000000,-240855.18997010
68.00000000,-241015.92494276
66.00000000,-236181.02693492
69.00000000,-245396.84891770
71.00000000,-250948.27849444
76.00000000,-263286.96979488
75.00000000,-258628.12914472
74.00000000,-255764.84866215
75.00000000,-256118.65086629
76.00000000,-263719.03753591
76.00000000,-264497.87371380
78.00000000,-269950.98676964
71.00000000,-252185.52798996
73.00000000,-256512.98437449
77.00000000,-267163.75795178
78.00000000,-266337.29364701
79.00000000,-270929.87231559
78.00000000,-268756.76425140
77.00000000,-265969.50906789
77.00000000,-264854.59378373
76.00000000,-262039.18166410
76.00000000,-262863.24482685
77.00000000,-265848.84887468
75.00000000,-260051.57181044
73.00000000,-254042.26969165
77.00000000,-263449.79865572
73.00000000,-254004.80663872
72.00000000,-252177.39446294
72.00000000,-249920.68421004
73.00000000,-251356.81124963
66.00000000,-232911.71215797
69.00000000,-240982.20052208
69.00000000,-241174.12817992
66.00000000,-232354.71455328
65.00000000,-229387.34227480
68.00000000,-235971.92185335
69.00000000,-239192.38764174
66.00000000,-229329.88310096
67.00000000,-231472.35588629
68.00000000,-232054.80020850
67.00000000,-229369.00352145
69.00000000,-234015.81844562
72.00000000,-241673.00354920
74.00000000,-249604.03605867
76.00000000,-256954.67751555
80.00000000,-265858.55206096
78.00000000,-258370.56034138
77.00000000,-254160.24091945
74.00000000,-247347.47895036
73.00000000,-244276.64720134
72.00000000,-242125.99185932
70.00000000,-236642.14910425
69.00000000,-232889.79158089
65.00000000,-220166.78740540
65.00000000,-221011.70814455
69.00000000,-232453.46385736
66.00000000,-225059.42737105
63.00000000,-214507.29903719
62.00000000,-213245.77783244
61.00000000,-210707.17398835
64.00000000,-220337.81613209
67.00000000,-227997.58857254
66.00000000,-226219.24074655
64.00000000,-221628.08744743
63.00000000,-219759.81651227
65.00000000,-226225.62725233
63.00000000,-218086.01342433
61.00000000,-213498.62118872
62.00000000,-215289.48688249
63.00000000,-218170.61058197
64.00000000,-221024.87473483
59.00000000,-208321.03572477
60.00000000,-210932.73105439
61.00000000,-214678.04867932
64.00000000,-222947.62207298
62.00000000,-218610.16115347
66.00000000,-227691.65073709
66.00000000,-226190.92516595
66.00000000,-229793.49417993
65.00000000,-223995.37213864
65.00000000,-223875.43260406
66.00000000,-226813.34665834
66.00000000,-228461.72602499
65.00000000,-228891.84888969
66.00000000,-232221.01060642
67.00000000,-232950.93872900
70.00000000,-236841.79037699
66.00000000,-229995.05730353
63.00000000,-223736.14050571
66.00000000,-230500.24485742
68.00000000,-235589.70242890
71.00000000,-242444.04947559
72.00000000,-245789.95766452
79.00000000,-262923.59744597
83.00000000,-277079.41193147
76.00000000,-257169.99619040
74.00000000,-251280.59784100
71.00000000,-241553.04500964
74.00000000,-249234.69789154
74.00000000,-247623.08453921
73.00000000,-245174.05962110
70.00000000,-240217.38557341
72.00000000,-245984.49607473
68.00000000,-236184.88338596
68.00000000,-237841.91003933
70.00000000,-244077.04632352
69.00000000,-242251.63467684
70.00000000,-245206.86494760
74.00000000,-254510.39546180
71.00000000,-243535.43331689
78.00000000,-265006.10204006
76.00000000,-260420.05269567
75.00000000,-256027.34974397
76.00000000,-258789.71681320
78.00000000,-264237.66695197
76.00000000,-258694.62650654
77.00000000,-260424.00169664
75.00000000,-257712.69763556
79.00000000,-267315.26182276
77.00000000,-260948.51568056
76.00000000,-259528.75665506
77.00000000,-261911.93338786
75.00000000,-257744.98856929
73.00000000,-251221.56061183
74.00000000,-256191.18453336
70.00000000,-245261.98033641
72.00000000,-248779.64657724
70.00000000,-242658.96851942
75.00000000,-255405.63188161
79.00000000,-266612.69432417
80.00000000,-269559.07439513
76.00000000,-259969.37207733
71.00000000,-242080.29067903
76.00000000,-257942.95102553
76.00000000,-257502.35671651
77.00000000,-261577.85276234
76.00000000,-257497.22527503
79.00000000,-265841.99519146
81.00000000,-272335.72202909
80.00000000,-268895.70040609
78.00000000,-264870.25796015
81.00000000,-272575.15371225
82.00000000,-277225.79842651
85.00000000,-283947.25606574
87.00000000,-289351.08362876
84.00000000,-282491.46032823
85.00000000,-284162.69988549
87.00000000,-290420.89463000
83.00000000,-280101.50598745
82.00000000,-276407.31655146
82.00000000,-277459.26653800
79.00000000,-268362.05767702
82.00000000,-277121.76485810
85.00000000,-285057.71339698
80.00000000,-271941.47000358
77.00000000,-263785.52241439
78.00000000,-267712.62170006
80.00000000,-273398.80672142
78.00000000,-267264.95235522
80.00000000,-272330.20318823
78.00000000,-268620.16996434
78.00000000,-267880.94682915
75.00000000,-259607.13260159
77.00000000,-261581.45109596
78.00000000,-265049.94048561
78.00000000,-263234.21934409
79.00000000,-265482.84378510
80.00000000,-266855.46479076
80.00000000,-265467.52348834
75.00000000,-251813.38728938
70.00000000,-236606.66926060
71.00000000,-238947.28500939
67.00000000,-228678.48823591
71.00000000,-240423.62380546
73.00000000,-245297.63677497
72.00000000,-241830.05387693
71.00000000,-239066.04927452
68.00000000,-230995.70599820
67.00000000,-229657.96003994
67.00000000,-227267.75416331
66.00000000,-225638.65108329
63.00000000,-218065.31810127
59.00000000,-209431.32479967
59.00000000,-208796.92864940
64.00000000,-218210.54560268
61.00000000,-210929.24839951
64.00000000,-218097.33967393
62.00000000,-214589.73806895
65.00000000,-223618.82100676
63.00000000,-216274.41366850
65.00000000,-223627.18304560
68.00000000,-228795.55964635
66.00000000,-222100.97783421
63.00000000,-214129.42809666
66.00000000,-219830.18263247
62.00000000,-211475.99916997
64.00000000,-217636.65144041
64.00000000,-219426.81462808
70.00000000,-233242.34172003
68.00000000,-228101.47690696
68.00000000,-225780.61719044
70.00000000,-236947.92505768
73.00000000,-243317.62475981
75.00000000,-250559.41941134
69.00000000,-235222.31653008
70.00000000,-237001.82122349
70.00000000,-234611.32551138
70.00000000,-235397.00215032
67.00000000,-226215.98051138
66.00000000,-222945.77341089
65.00000000,-218157.59470804
65.00000000,-217283.02665948
63.00000000,-211063.45519157
60.00000000,-202137.43983024
59.00000000,-200162.80519229
59.00000000,-201661.19169612
60.00000000,-202963.24154528
61.00000000,-205581.92958207
60.00000000,-204324.68980333
63.00000000,-210160.10464662
64.00000000,-214535.58383683
65.00000000,-216671.88598486
65.00000000,-216391.68427441
65.00000000,-216648.93602163
65.00000000,-218592.26197150
67.00000000,-223685.83888695
66.00000000,-222191.42546715
63.00000000,-214776.44166325
63.00000000,-212865.88075039
64.00000000,-217616.10601023
63.00000000,-216386.91772945
59.00000000,-204989.03467426
58.00000000,-202691.61201943
60.00000000,-208355.35687005
56.00000000,-195917.24369870
55.00000000,-192102.88423270
60.00000000,-204257.46697827
60.00000000,-205349.95102597
59.00000000,-201784.83172343
58.00000000,-200637.85531510
58.00000000,-200678.87751175
63.00000000,-211983.67054008
63.00000000,-214260.56270479
65.00000000,-218156.62673981
63.00000000,-215827.76452935
67.00000000,-225763.34368267
68.00000000,-226765.77037808
69.00000000,-229568.91389491
72.00000000,-236847.22918695
73.00000000,-238084.61833330
70.00000000,-229268.07485723
69.00000000,-227832.63046606
67.00000000,-222387.72862843
68.00000000,-222789.17754136
66.00000000,-219204.07429306
69.00000000,-226770.05416799
71.00000000,-232229.58672962
67.00000000,-223907.43904139
64.00000000,-215478.57163088
65.00000000,-218168.20931657
63.00000000,-211525.49088425
64.00000000,-213529.33597044
64.00000000,-213174.52230711
66.00000000,-216274.31862339
60.00000000,-202663.68912030
63.00000000,-210131.62104120
59.00000000,-198972.09655590
58.00000000,-197716.02073395
61.00000000,-206250.24886008
63.00000000,-210976.83161806
69.00000000,-227563.45536691
70.00000000,-230605.65870785
69.00000000,-228246.84513099
65.00000000,-219417.35006523
66.00000000,-222206.51097734
68.00000000,-230057.65275216
69.00000000,-232642.04160183
70.00000000,-239658.61292283
68.00000000,-233783.30614743
68.00000000,-231997.24272706
68.00000000,-230584.70847682
66.00000000,-224728.95649135
64.00000000,-219343.42326994
64.00000000,-218140.55579251
64.00000000,-217305.33207310
63.00000000,-215975.52036695
62.00000000,-212324.10034416
66.00000000,-224679.97937783
68.00000000,-227712.39620326
71.00000000,-233793.39922887
68.00000000,-223912.94718288
67.00000000,-222077.64957590
64.00000000,-213391.12129581
65.00000000,-216135.12175689
62.00000000,-208627.00141641
66.00000000,-219017.70455666
62.00000000,-207351.88534805
63.00000000,-213318.91567676
62.00000000,-211060.38557237
64.00000000,-214428.86818128
66.00000000,-217633.91067614
63.00000000,-209217.37693609
64.00000000,-211687.91592296
63.00000000,-209010.14413332
63.00000000,-208734.58283341
63.00000000,-209301.30454198
65.00000000,-214462.66671982
69.00000000,-225469.24437403
